Unnamed: 0,ALG,Optimum,Blocking Pairs,Sum_Profit,Sum_ETA,Sum_Max_Possible_Profit,Min_Individual_Profit,Max_Individual_Profit,Sum_Min_Possible_ETA,Min_Individual_ETA,Max_Individual_ETA,rel_Profit_Performance,rel_ETA_Performance,n,ID,Alg
0,ALG1,Passenger-optimal,646,4547,1780,5817,12,99,107,1,59,0.7816744026130308,0.060112359550561795,60,F1P,F1P
1,ALG2,Passenger-optimal,907,2626,1708,5817,1,96,107,2,59,0.4514354478253395,0.0626463700234192,60,F2P,F2P
2,ALG1,Passenger-optimal,565,4533,1794,5797,12,99,120,1,59,0.7819561842332241,0.06688963210702341,60,F1P,F1P
3,ALG2,Passenger-optimal,853,3018,1975,5797,1,96,120,1,58,0.5206141107469381,0.060759493670886074,60,F2P,F2P
4,ALG1,Passenger-optimal,500,4137,1747,5817,1,95,115,2,59,0.7111913357400722,0.0658271322266743,60,F1P,F1P
5,ALG2,Passenger-optimal,1041,2467,1943,5817,1,99,115,1,59,0.4241017706721678,0.05918682449819866,60,F2P,F2P
6,ALG1,Passenger-optimal,554,4343,1791,5812,11,99,104,1,59,0.7472470750172058,0.05806811836962591,60,F1P,F1P
7,ALG2,Passenger-optimal,791,3178,1613,5812,3,99,104,1,59,0.5467997247075017,0.06447613143211407,60,F2P,F2P
8,ALG1,Passenger-optimal,615,5115,1987,5819,35,99,144,2,59,0.8790170132325141,0.07247106190236538,60,F1P,F1P
9,ALG2,Passenger-optimal,814,2958,1630,5819,1,97,144,1,59,0.5083347654236123,0.08834355828220859,60,F2P,F2P
10,ALG1,Passenger-optimal,509,4649,1944,5811,15,99,122,1,59,0.8000344174840819,0.06275720164609054,60,F1P,F1P
11,ALG2,Passenger-optimal,706,3123,1651,5811,1,97,122,1,59,0.537429013939081,0.07389460932768019,60,F2P,F2P
12,ALG1,Passenger-optimal,647,4554,1643,5832,14,99,125,1,59,0.7808641975308642,0.07608034083992696,60,F1P,F1P
13,ALG2,Passenger-optimal,897,3151,1884,5832,2,98,125,4,59,0.5402949245541838,0.06634819532908705,60,F2P,F2P
14,ALG1,Passenger-optimal,730,4451,1602,5819,9,99,126,1,57,0.76490805980409,0.07865168539325842,60,F1P,F1P
15,ALG2,Passenger-optimal,912,2807,1650,5819,2,98,126,4,57,0.4823852895686544,0.07636363636363637,60,F2P,F2P
16,ALG1,Passenger-optimal,423,4793,1561,5801,39,99,121,1,56,0.826236855714532,0.07751441383728379,60,F1P,F1P
17,ALG2,Passenger-optimal,997,2628,1768,5801,1,95,121,1,58,0.45302534045854165,0.06843891402714933,60,F2P,F2P
18,ALG1,Passenger-optimal,599,4648,1726,5817,15,99,114,1,59,0.7990373044524669,0.0660486674391657,60,F1P,F1P
19,ALG2,Passenger-optimal,842,3351,1806,5817,1,99,114,2,59,0.5760701392470345,0.06312292358803986,60,F2P,F2P
20,ALG1,Passenger-optimal,590,4428,1768,5805,4,99,114,3,59,0.7627906976744186,0.06447963800904978,60,F1P,F1P
21,ALG2,Passenger-optimal,792,3272,1765,5805,4,98,114,1,57,0.5636520241171404,0.06458923512747876,60,F2P,F2P
22,ALG1,Passenger-optimal,595,4542,1747,5799,22,99,119,1,55,0.7832384893947232,0.06811677160847167,60,F1P,F1P
23,ALG2,Passenger-optimal,937,3015,1730,5799,7,99,119,1,56,0.519917227108122,0.06878612716763005,60,F2P,F2P
24,ALG1,Passenger-optimal,721,4692,1685,5810,15,99,113,1,58,0.8075731497418245,0.06706231454005934,60,F1P,F1P
25,ALG2,Passenger-optimal,973,2947,1887,5810,1,99,113,2,59,0.5072289156626506,0.0598834128245893,60,F2P,F2P
26,ALG1,Passenger-optimal,571,4458,2069,5829,16,99,125,2,59,0.7647967061245496,0.06041565973900435,60,F1P,F1P
27,ALG2,Passenger-optimal,945,2790,1794,5829,1,99,125,1,57,0.478641276376737,0.06967670011148272,60,F2P,F2P
28,ALG1,Passenger-optimal,573,4548,1858,5797,3,99,138,1,59,0.7845437295152665,0.07427341227125941,60,F1P,F1P
29,ALG2,Passenger-optimal,811,2994,1732,5797,1,98,138,1,59,0.5164740382956702,0.07967667436489607,60,F2P,F2P
30,ALG1,Passenger-optimal,662,4729,1848,5805,21,99,130,1,59,0.8146425495262705,0.07034632034632035,60,F1P,F1P
31,ALG2,Passenger-optimal,964,2592,1534,5805,2,98,130,1,58,0.44651162790697674,0.0847457627118644,60,F2P,F2P
32,ALG1,Passenger-optimal,538,4472,1668,5799,11,98,136,1,58,0.771167442662528,0.0815347721822542,60,F1P,F1P
33,ALG2,Passenger-optimal,927,2786,1701,5799,2,99,136,1,59,0.4804276599413692,0.07995296884185774,60,F2P,F2P
34,ALG1,Passenger-optimal,634,4752,1946,5786,17,99,139,4,58,0.8212927756653993,0.07142857142857142,60,F1P,F1P
35,ALG2,Passenger-optimal,837,3122,1894,5786,1,99,139,3,58,0.5395782924300034,0.073389651531151,60,F2P,F2P
36,ALG1,Passenger-optimal,654,4651,1862,5768,6,99,147,1,59,0.8063453536754508,0.07894736842105263,60,F1P,F1P
37,ALG2,Passenger-optimal,983,2678,1658,5768,3,96,147,1,58,0.4642857142857143,0.08866103739445115,60,F2P,F2P
38,ALG1,Passenger-optimal,624,4812,1753,5808,20,99,128,2,59,0.8285123966942148,0.07301768397033656,60,F1P,F1P
39,ALG2,Passenger-optimal,841,3036,1744,5808,1,99,128,1,58,0.5227272727272727,0.07339449541284404,60,F2P,F2P
40,ALG1,Passenger-optimal,426,4523,1901,5814,18,98,117,6,58,0.7779497764017888,0.061546554445028934,60,F1P,F1P
41,ALG2,Passenger-optimal,810,3323,1833,5814,5,97,117,2,58,0.5715514275885792,0.06382978723404255,60,F2P,F2P
42,ALG1,Passenger-optimal,557,4545,1737,5804,23,99,130,2,59,0.7830806340454859,0.07484168105929764,60,F1P,F1P
43,ALG2,Passenger-optimal,1013,2848,1936,5804,1,99,130,2,59,0.4906960716747071,0.06714876033057851,60,F2P,F2P
44,ALG1,Passenger-optimal,496,4816,2101,5817,28,99,125,1,59,0.8279181708784596,0.05949547834364588,60,F1P,F1P
45,ALG2,Passenger-optimal,911,2995,2071,5817,3,99,125,1,59,0.5148702080110023,0.06035731530661516,60,F2P,F2P
46,ALG1,Passenger-optimal,626,4807,1665,5806,2,99,126,2,56,0.827936617292456,0.07567567567567568,60,F1P,F1P
47,ALG2,Passenger-optimal,848,3147,1886,5806,1,99,126,4,58,0.5420254908715122,0.06680805938494168,60,F2P,F2P
48,ALG1,Passenger-optimal,674,5164,1822,5807,22,99,143,1,57,0.8892715687962803,0.07848518111964874,60,F1P,F1P
49,ALG2,Passenger-optimal,739,3120,1619,5807,2,98,143,1,58,0.5372825899776132,0.08832612723903645,60,F2P,F2P
50,ALG1,Passenger-optimal,646,5321,2127,5772,63,99,129,5,57,0.9218641718641719,0.06064880112834979,60,F1P,F1P
51,ALG2,Passenger-optimal,733,3230,1811,5772,2,97,129,1,57,0.5595980595980596,0.07123136388735506,60,F2P,F2P
52,ALG1,Passenger-optimal,739,5240,1831,5792,42,99,107,2,58,0.9046961325966851,0.05843801201529219,60,F1P,F1P
53,ALG2,Passenger-optimal,838,2746,1877,5792,2,97,107,1,59,0.4741022099447514,0.05700586041555674,60,F2P,F2P
54,ALG1,Passenger-optimal,685,5163,1962,5810,50,99,125,4,55,0.8886402753872633,0.063710499490316,60,F1P,F1P
55,ALG2,Passenger-optimal,792,2918,2038,5810,3,98,125,3,59,0.50223752151463,0.061334641805691856,60,F2P,F2P
56,ALG1,Passenger-optimal,751,4423,1842,5814,16,99,115,2,59,0.760749914000688,0.06243213897937025,60,F1P,F1P
57,ALG2,Passenger-optimal,962,2757,1889,5814,2,95,115,1,58,0.4742002063983488,0.06087877183695077,60,F2P,F2P
58,ALG1,Passenger-optimal,723,4616,1859,5831,7,99,123,1,59,0.7916309380895216,0.06616460462614308,60,F1P,F1P
59,ALG2,Passenger-optimal,909,3296,1642,5831,3,98,123,1,59,0.5652546732978906,0.07490864799025579,60,F2P,F2P
60,ALG1,Passenger-optimal,549,4509,2012,5789,3,99,115,1,59,0.7788910001727414,0.05715705765407555,60,F1P,F1P
61,ALG2,Passenger-optimal,931,2834,1865,5789,1,97,115,1,59,0.4895491449300397,0.06166219839142091,60,F2P,F2P
62,ALG1,Passenger-optimal,571,4398,1685,5802,6,98,127,1,59,0.7580144777662875,0.07537091988130563,60,F1P,F1P
63,ALG2,Passenger-optimal,822,3103,1913,5802,1,98,127,2,59,0.5348155808341951,0.06638787245164662,60,F2P,F2P
64,ALG1,Passenger-optimal,589,4509,1800,5808,1,99,114,1,57,0.7763429752066116,0.06333333333333334,60,F1P,F1P
65,ALG2,Passenger-optimal,825,2908,1703,5808,1,98,114,1,58,0.5006887052341598,0.06694069289489137,60,F2P,F2P
66,ALG1,Passenger-optimal,524,4854,1685,5793,36,99,115,1,59,0.8379078197824961,0.06824925816023739,60,F1P,F1P
67,ALG2,Passenger-optimal,905,2952,2001,5793,2,95,115,1,58,0.5095805282237182,0.05747126436781609,60,F2P,F2P
68,ALG1,Passenger-optimal,581,4975,1778,5804,36,99,113,1,58,0.8571674707098552,0.06355455568053993,60,F1P,F1P
69,ALG2,Passenger-optimal,804,2952,1784,5804,2,99,113,1,59,0.5086147484493453,0.0633408071748879,60,F2P,F2P
70,ALG1,Passenger-optimal,560,4577,1674,5819,6,99,138,1,59,0.7865612648221344,0.08243727598566308,60,F1P,F1P
71,ALG2,Passenger-optimal,815,3077,1629,5819,3,96,138,1,57,0.5287850146073209,0.0847145488029466,60,F2P,F2P
72,ALG1,Passenger-optimal,666,4670,1948,5831,11,99,134,5,59,0.8008917852855428,0.06878850102669405,60,F1P,F1P
73,ALG2,Passenger-optimal,1000,2784,1736,5831,2,99,134,1,59,0.47744812210598525,0.0771889400921659,60,F2P,F2P
74,ALG1,Passenger-optimal,671,5012,1681,5798,18,99,122,1,55,0.8644360124180752,0.0725758477096966,60,F1P,F1P
75,ALG2,Passenger-optimal,913,2907,1802,5798,1,97,122,1,59,0.5013797861331494,0.06770255271920089,60,F2P,F2P
76,ALG1,Passenger-optimal,527,4386,1652,5794,10,99,112,1,58,0.7569899896444597,0.06779661016949153,60,F1P,F1P
77,ALG2,Passenger-optimal,749,3096,1778,5794,4,99,112,1,58,0.5343458750431481,0.06299212598425197,60,F2P,F2P
78,ALG1,Passenger-optimal,573,5031,1888,5811,38,99,134,1,59,0.8657718120805369,0.07097457627118645,60,F1P,F1P
79,ALG2,Passenger-optimal,947,2832,1894,5811,1,99,134,3,58,0.48735157459989675,0.07074973600844774,60,F2P,F2P
80,ALG1,Passenger-optimal,728,4268,1633,5820,3,98,128,1,59,0.7333333333333333,0.07838334353949786,60,F1P,F1P
81,ALG2,Passenger-optimal,728,3090,1704,5820,2,99,128,1,59,0.5309278350515464,0.07511737089201878,60,F2P,F2P
82,ALG1,Passenger-optimal,644,4335,1910,5818,4,99,121,1,59,0.7451014094190443,0.06335078534031413,60,F1P,F1P
83,ALG2,Passenger-optimal,901,3008,1743,5818,4,98,121,1,58,0.5170161567548985,0.06942053930005737,60,F2P,F2P
84,ALG1,Passenger-optimal,649,4724,1843,5790,32,97,124,1,59,0.8158894645941278,0.06728160607704829,60,F1P,F1P
85,ALG2,Passenger-optimal,919,3304,2121,5790,1,93,124,1,59,0.5706390328151986,0.058462989156058465,60,F2P,F2P
86,ALG1,Passenger-optimal,578,5122,1719,5803,35,99,120,1,58,0.8826469067723591,0.06980802792321117,60,F1P,F1P
87,ALG2,Passenger-optimal,848,2878,1916,5803,1,96,120,1,59,0.49595037049801827,0.06263048016701461,60,F2P,F2P
88,ALG1,Passenger-optimal,591,4862,1819,5828,4,99,129,1,58,0.834248455730954,0.07091808686091258,60,F1P,F1P
89,ALG2,Passenger-optimal,877,3151,2082,5828,1,98,129,2,58,0.540665751544269,0.06195965417867435,60,F2P,F2P
90,ALG1,Passenger-optimal,601,4314,1648,5828,5,99,134,1,59,0.740219629375429,0.08131067961165049,60,F1P,F1P
91,ALG2,Passenger-optimal,1011,2781,1988,5828,1,99,134,3,59,0.47717913520933425,0.06740442655935613,60,F2P,F2P
92,ALG1,Passenger-optimal,661,4364,1649,5815,1,99,114,1,57,0.7504729148753224,0.06913280776228017,60,F1P,F1P
93,ALG2,Passenger-optimal,963,2623,1663,5815,1,98,114,1,56,0.45107480653482374,0.06855081178592905,60,F2P,F2P
94,ALG1,Passenger-optimal,493,4584,1768,5810,5,99,135,1,59,0.7889845094664372,0.07635746606334842,60,F1P,F1P
95,ALG2,Passenger-optimal,783,2960,1989,5810,3,98,135,1,59,0.5094664371772806,0.06787330316742081,60,F2P,F2P
96,ALG1,Passenger-optimal,434,4613,1658,5828,7,99,128,1,57,0.7915236787920384,0.07720144752714113,60,F1P,F1P
97,ALG2,Passenger-optimal,822,2886,1915,5828,1,97,128,3,59,0.4951956074124914,0.06684073107049608,60,F2P,F2P
98,ALG1,Passenger-optimal,665,4912,1933,5807,15,99,113,1,57,0.8458756672980885,0.05845835488877393,60,F1P,F1P
99,ALG2,Passenger-optimal,1058,2810,1668,5807,1,99,113,1,57,0.4838987428965042,0.06774580335731414,60,F2P,F2P
100,ALG1,Passenger-optimal,615,4536,1624,5814,25,99,108,1,58,0.7801857585139319,0.0665024630541872,60,F1P,F1P
101,ALG2,Passenger-optimal,925,2756,1846,5814,3,97,108,3,59,0.4740282077743378,0.05850487540628386,60,F2P,F2P
102,ALG1,Passenger-optimal,552,4636,1961,5825,4,99,129,3,59,0.7958798283261802,0.06578276389597144,60,F1P,F1P
103,ALG2,Passenger-optimal,959,2599,1914,5825,1,99,129,1,59,0.4461802575107296,0.06739811912225706,60,F2P,F2P
104,ALG1,Passenger-optimal,617,4572,1544,5818,18,99,123,1,58,0.785837057408044,0.07966321243523317,60,F1P,F1P
105,ALG2,Passenger-optimal,946,2541,1823,5818,1,96,123,1,59,0.4367480233757305,0.06747120131651124,60,F2P,F2P
106,ALG1,Passenger-optimal,473,4706,1781,5818,1,99,130,1,59,0.8088690271570986,0.072992700729927,60,F1P,F1P
107,ALG2,Passenger-optimal,801,3066,1692,5818,1,99,130,1,59,0.5269852182880715,0.0768321513002364,60,F2P,F2P
108,ALG1,Passenger-optimal,622,4765,1744,5842,33,99,135,1,58,0.8156453269428278,0.07740825688073394,60,F1P,F1P
109,ALG2,Passenger-optimal,757,3310,1987,5842,3,99,135,1,57,0.5665867853474837,0.06794162053346754,60,F2P,F2P
110,ALG1,Passenger-optimal,568,4831,1851,5821,27,99,109,1,59,0.8299261295310084,0.05888708806050783,60,F1P,F1P
111,ALG2,Passenger-optimal,872,2948,1757,5821,1,99,109,2,59,0.5064421920632194,0.062037564029595905,60,F2P,F2P
112,ALG1,Passenger-optimal,570,4246,1716,5829,22,98,114,2,57,0.7284268313604392,0.06643356643356643,60,F1P,F1P
113,ALG2,Passenger-optimal,958,2801,1887,5829,1,96,114,2,59,0.48052839252015783,0.06041335453100159,60,F2P,F2P
114,ALG1,Passenger-optimal,520,4171,1946,5810,20,98,122,3,59,0.7179001721170396,0.06269270298047276,60,F1P,F1P
115,ALG2,Passenger-optimal,881,3273,1802,5810,2,99,122,2,59,0.5633390705679863,0.06770255271920089,60,F2P,F2P
116,ALG1,Passenger-optimal,661,4685,1903,5826,30,99,129,1,59,0.8041537933401991,0.06778770362585392,60,F1P,F1P
117,ALG2,Passenger-optimal,890,3026,1815,5826,1,97,129,2,59,0.5193958118777893,0.07107438016528926,60,F2P,F2P
118,ALG1,Passenger-optimal,559,5058,1716,5803,31,99,124,1,59,0.8716181285541961,0.07226107226107226,60,F1P,F1P
