Unnamed: 0,ALG,Optimum,Blocking Pairs,Sum_Profit,Sum_ETA,Sum_Max_Possible_Profit,Min_Profit,Max_Profit,Sum_Min_Possible_ETA,Min_ETA,Max_ETA,rel_Profit_Performance,rel_ETA_Performance,n,ID,Alg
140,ALG1,Passenger-optimal,441,5131,858.0,5837,6,99,0,0,50,0.8790474558848723,0.0,60,F1P,F1P
141,ALG2,Passenger-optimal,1022,2882,836.0,5837,1,99,0,0,49,0.49374678773342473,0.0,60,F2P,F2P
142,ALG1,Passenger-optimal,497,5022,842.0,5810,4,99,0,0,55,0.8643717728055077,0.0,60,F1P,F1P
143,ALG2,Passenger-optimal,793,3112,1158.0,5810,4,97,0,0,56,0.5356282271944922,0.0,60,F2P,F2P
144,ALG1,Passenger-optimal,554,5032,765.0,5820,27,99,0,0,48,0.8646048109965636,0.0,60,F1P,F1P
145,ALG2,Passenger-optimal,1104,2497,902.0,5820,3,99,0,0,56,0.4290378006872852,0.0,60,F2P,F2P
146,ALG1,Passenger-optimal,733,5096,966.0,5808,26,99,0,0,54,0.8774104683195593,0.0,60,F1P,F1P
147,ALG2,Passenger-optimal,850,2878,933.0,5808,1,99,0,0,43,0.49552341597796146,0.0,60,F2P,F2P
148,ALG1,Passenger-optimal,584,4983,1307.0,5778,22,99,0,0,53,0.8624091381100727,0.0,60,F1P,F1P
149,ALG2,Passenger-optimal,624,3277,827.0,5778,2,99,0,0,55,0.5671512634129456,0.0,60,F2P,F2P
150,ALG1,Passenger-optimal,724,5144,1115.0,5800,8,99,0,0,54,0.886896551724138,0.0,60,F1P,F1P
151,ALG2,Passenger-optimal,925,2841,940.0,5800,1,98,0,0,47,0.48982758620689654,0.0,60,F2P,F2P
152,ALG1,Passenger-optimal,519,5050,1251.0,5808,40,99,0,0,56,0.8694903581267218,0.0,60,F1P,F1P
153,ALG2,Passenger-optimal,781,3109,959.0,5808,1,96,0,0,57,0.5352961432506887,0.0,60,F2P,F2P
154,ALG1,Passenger-optimal,644,4987,816.0,5816,3,99,0,0,47,0.8574621733149931,0.0,60,F1P,F1P
155,ALG2,Passenger-optimal,1031,2706,1273.0,5816,1,97,0,0,54,0.46526822558459424,0.0,60,F2P,F2P
156,ALG1,Passenger-optimal,644,5170,1124.0,5812,28,99,0,0,56,0.8895388850653819,0.0,60,F1P,F1P
157,ALG2,Passenger-optimal,764,3197,1046.0,5812,3,99,0,0,52,0.5500688231245698,0.0,60,F2P,F2P
158,ALG1,Passenger-optimal,457,5156,1270.0,5792,14,99,0,0,54,0.8901933701657458,0.0,60,F1P,F1P
159,ALG2,Passenger-optimal,882,2725,1020.0,5792,2,99,0,0,58,0.47047651933701656,0.0,60,F2P,F2P
160,ALG1,Passenger-optimal,656,4902,850.0,5803,27,99,0,0,51,0.8447354816474237,0.0,60,F1P,F1P
161,ALG2,Passenger-optimal,735,3403,1280.0,5803,2,99,0,0,51,0.5864208168188868,0.0,60,F2P,F2P
162,ALG1,Passenger-optimal,660,5168,945.0,5805,28,99,0,0,54,0.8902670111972437,0.0,60,F1P,F1P
163,ALG2,Passenger-optimal,805,2695,1220.0,5805,3,97,0,0,56,0.46425495262704564,0.0,60,F2P,F2P
164,ALG1,Passenger-optimal,678,5029,995.0,5815,3,99,0,0,55,0.8648323301805675,0.0,60,F1P,F1P
165,ALG2,Passenger-optimal,898,2840,933.0,5815,3,99,0,0,49,0.4883920894239037,0.0,60,F2P,F2P
166,ALG1,Passenger-optimal,535,4718,1082.0,5826,20,99,0,0,58,0.8098180569859251,0.0,60,F1P,F1P
167,ALG2,Passenger-optimal,786,2808,1084.0,5826,1,98,0,0,54,0.4819773429454171,0.0,60,F2P,F2P
168,ALG1,Passenger-optimal,476,5127,1016.0,5798,30,99,0,0,51,0.8842704380820973,0.0,60,F1P,F1P
169,ALG2,Passenger-optimal,772,2998,768.0,5798,1,99,0,0,49,0.5170748533977233,0.0,60,F2P,F2P
170,ALG1,Passenger-optimal,677,5212,1229.0,5826,43,99,0,0,54,0.8946103673189152,0.0,60,F1P,F1P
171,ALG2,Passenger-optimal,854,2935,1019.0,5826,1,99,0,0,55,0.5037761757638174,0.0,60,F2P,F2P
172,ALG1,Passenger-optimal,438,5121,1038.0,5802,27,99,0,0,54,0.8826266804550155,0.0,60,F1P,F1P
173,ALG2,Passenger-optimal,616,3242,1252.0,5802,1,99,0,0,57,0.5587728369527749,0.0,60,F2P,F2P
174,ALG1,Passenger-optimal,651,5054,1150.0,5803,33,99,0,0,57,0.8709288299155609,0.0,60,F1P,F1P
175,ALG2,Passenger-optimal,996,2888,1064.0,5803,2,96,0,0,55,0.4976736170946062,0.0,60,F2P,F2P
176,ALG1,Passenger-optimal,570,4923,1038.0,5804,24,99,0,0,49,0.8482081323225362,0.0,60,F1P,F1P
177,ALG2,Passenger-optimal,1033,2612,803.0,5804,2,99,0,0,46,0.4500344589937974,0.0,60,F2P,F2P
178,ALG1,Passenger-optimal,560,4903,982.0,5801,15,99,0,0,44,0.8451991036028271,0.0,60,F1P,F1P
179,ALG2,Passenger-optimal,750,3196,887.0,5801,3,96,0,0,45,0.5509394931908291,0.0,60,F2P,F2P
180,ALG1,Passenger-optimal,656,5227,1172.0,5813,5,99,0,0,54,0.8991914674006537,0.0,60,F1P,F1P
181,ALG2,Passenger-optimal,918,2661,1034.0,5813,1,98,0,0,53,0.45776707380010323,0.0,60,F2P,F2P
182,ALG1,Passenger-optimal,497,5201,909.0,5812,37,99,0,0,46,0.8948726772195458,0.0,60,F1P,F1P
183,ALG2,Passenger-optimal,857,3123,877.0,5812,4,99,0,0,53,0.5373365450791466,0.0,60,F2P,F2P
184,ALG1,Passenger-optimal,530,4992,1189.0,5847,25,99,0,0,53,0.853771164699846,0.0,60,F1P,F1P
185,ALG2,Passenger-optimal,954,2893,1120.0,5847,8,96,0,0,53,0.4947836497349068,0.0,60,F2P,F2P
186,ALG1,Passenger-optimal,474,5348,1036.0,5796,47,99,0,0,54,0.9227053140096618,0.0,60,F1P,F1P
187,ALG2,Passenger-optimal,691,3344,1139.0,5796,1,98,0,0,54,0.5769496204278813,0.0,60,F2P,F2P
188,ALG1,Passenger-optimal,489,5171,1063.0,5830,19,99,0,0,53,0.8869639794168096,0.0,60,F1P,F1P
189,ALG2,Passenger-optimal,640,3021,1099.0,5830,1,96,0,0,57,0.5181818181818182,0.0,60,F2P,F2P
190,ALG1,Passenger-optimal,703,5175,1060.0,5809,16,99,0,0,55,0.8908590118781201,0.0,60,F1P,F1P
191,ALG2,Passenger-optimal,782,3067,971.0,5809,1,98,0,0,54,0.5279738337063178,0.0,60,F2P,F2P
192,ALG1,Passenger-optimal,583,5296,991.0,5829,25,99,0,0,46,0.9085606450506091,0.0,60,F1P,F1P
193,ALG2,Passenger-optimal,1023,2702,1140.0,5829,6,99,0,0,53,0.4635443472293704,0.0,60,F2P,F2P
194,ALG1,Passenger-optimal,658,5285,928.0,5828,2,99,0,0,53,0.9068291008922443,0.0,60,F1P,F1P
