Unnamed: 0,ALG,Optimum,Blocking Pairs,Sum_Profit,Sum_ETA,Sum_Max_Possible_Profit,Min_Individual_Profit,Max_Individual_Profit,Sum_Min_Possible_ETA,Min_Individual_ETA,Max_Individual_ETA,rel_Profit_Performance,rel_ETA_Performance,n,ID,Alg
145,ALG2,Passenger-optimal,1759,4084,2267,7805,2,99,149,1,59,0.5232543241511851,0.06572562858403176,80,F2P,F2P
146,ALG1,Passenger-optimal,922,6639,2460,7785,23,99,142,1,59,0.8527938342967245,0.05772357723577236,80,F1P,F1P
147,ALG2,Passenger-optimal,1523,4048,2395,7785,3,99,142,1,59,0.5199743095696853,0.0592901878914405,80,F2P,F2P
148,ALG1,Passenger-optimal,1105,6014,2314,7774,5,99,135,1,59,0.7736043220993054,0.058340535868625754,80,F1P,F1P
149,ALG2,Passenger-optimal,1601,3817,2314,7774,3,99,135,1,59,0.49099562644713146,0.058340535868625754,80,F2P,F2P
150,ALG1,Passenger-optimal,1076,6497,2561,7823,21,99,123,1,58,0.8304998082577016,0.04802811401796173,80,F1P,F1P
151,ALG2,Passenger-optimal,1511,4177,2324,7823,1,99,123,1,59,0.5339383868081299,0.052925989672977625,80,F2P,F2P
152,ALG1,Passenger-optimal,1105,6823,2568,7818,6,99,135,1,59,0.8727295983627527,0.052570093457943924,80,F1P,F1P
153,ALG2,Passenger-optimal,1731,3661,2282,7818,1,99,135,1,58,0.4682783320542338,0.05915863277826468,80,F2P,F2P
154,ALG1,Passenger-optimal,1281,5899,2548,7804,6,99,138,1,59,0.7558944131214762,0.05416012558869702,80,F1P,F1P
155,ALG2,Passenger-optimal,1678,4063,2450,7804,1,99,138,1,56,0.5206304459251666,0.0563265306122449,80,F2P,F2P
156,ALG1,Passenger-optimal,910,6336,2330,7810,8,99,133,3,56,0.8112676056338028,0.05708154506437768,80,F1P,F1P
157,ALG2,Passenger-optimal,1512,4075,2374,7810,2,98,133,1,59,0.5217669654289373,0.05602358887952822,80,F2P,F2P
158,ALG1,Passenger-optimal,1075,6040,2526,7785,3,99,130,1,59,0.7758509955041747,0.05146476642913698,80,F1P,F1P
159,ALG2,Passenger-optimal,1575,3665,2234,7785,1,99,130,1,58,0.4707771355170199,0.05819158460161146,80,F2P,F2P
160,ALG1,Passenger-optimal,1062,6585,2252,7805,8,99,134,2,59,0.8436899423446509,0.05950266429840142,80,F1P,F1P
161,ALG2,Passenger-optimal,1242,4259,2237,7805,1,99,134,1,57,0.5456758488148623,0.059901654000894054,80,F2P,F2P
162,ALG1,Passenger-optimal,1048,6804,2667,7809,46,99,133,1,59,0.8713023434498656,0.049868766404199474,80,F1P,F1P
163,ALG2,Passenger-optimal,1434,3991,2277,7809,1,98,133,1,59,0.5110769624791907,0.058410188844971456,80,F2P,F2P
164,ALG1,Passenger-optimal,1046,5831,2197,7796,21,99,148,1,59,0.7479476654694716,0.06736458807464725,80,F1P,F1P
165,ALG2,Passenger-optimal,1452,3902,2491,7796,1,97,148,2,59,0.5005130836326321,0.05941389000401445,80,F2P,F2P
166,ALG1,Passenger-optimal,1121,6166,2453,7790,5,99,135,1,59,0.7915275994865212,0.055034651447207504,80,F1P,F1P
167,ALG2,Passenger-optimal,1338,4119,2260,7790,1,97,135,1,59,0.5287548138639281,0.059734513274336286,80,F2P,F2P
168,ALG1,Passenger-optimal,968,6241,2013,7813,4,99,138,1,59,0.798796876999872,0.06855439642324888,80,F1P,F1P
169,ALG2,Passenger-optimal,1463,4177,2292,7813,1,98,138,1,58,0.5346217842058109,0.060209424083769635,80,F2P,F2P
170,ALG1,Passenger-optimal,979,6750,2556,7810,26,99,132,2,59,0.8642765685019206,0.051643192488262914,80,F1P,F1P
171,ALG2,Passenger-optimal,1481,4050,2298,7810,1,98,132,1,59,0.5185659411011524,0.057441253263707574,80,F2P,F2P
172,ALG1,Passenger-optimal,1198,6532,2005,7808,29,99,131,1,56,0.836577868852459,0.06533665835411472,80,F1P,F1P
173,ALG2,Passenger-optimal,1591,3988,2489,7808,2,99,131,1,57,0.5107581967213115,0.05263157894736842,80,F2P,F2P
174,ALG1,Passenger-optimal,1207,6015,2321,7788,2,99,134,1,58,0.772342064714946,0.05773373545885394,80,F1P,F1P
175,ALG2,Passenger-optimal,1752,3515,2138,7788,2,98,134,1,59,0.45133538777606574,0.0626753975678204,80,F2P,F2P
176,ALG1,Passenger-optimal,841,6207,2417,7806,17,99,127,1,59,0.7951575710991545,0.05254447662391394,80,F1P,F1P
177,ALG2,Passenger-optimal,1659,3957,2166,7806,3,98,127,1,59,0.5069177555726364,0.05863342566943675,80,F2P,F2P
178,ALG1,Passenger-optimal,976,7007,2632,7807,55,99,138,1,59,0.8975278596131677,0.05243161094224924,80,F1P,F1P
179,ALG2,Passenger-optimal,1549,4049,2587,7807,1,99,138,2,59,0.5186371205328552,0.05334364128333977,80,F2P,F2P
180,ALG1,Passenger-optimal,1006,6220,2293,7808,25,99,160,1,59,0.7966188524590164,0.06977758395115569,80,F1P,F1P
181,ALG2,Passenger-optimal,1528,3757,2591,7808,2,99,160,1,59,0.4811731557377049,0.061752219220378234,80,F2P,F2P
182,ALG1,Passenger-optimal,897,6832,2401,7779,11,99,149,1,57,0.8782619874019797,0.06205747605164515,80,F1P,F1P
183,ALG2,Passenger-optimal,1268,4447,2494,7779,2,99,149,1,58,0.571667309422805,0.05974338412189254,80,F2P,F2P
184,ALG1,Passenger-optimal,847,6512,2138,7824,29,99,126,1,59,0.8323108384458078,0.05893358278765201,80,F1P,F1P
185,ALG2,Passenger-optimal,1791,3907,2287,7824,1,98,126,2,59,0.4993609406952965,0.055094009619588984,80,F2P,F2P
186,ALG1,Passenger-optimal,1198,6212,2326,7814,27,99,139,1,59,0.7949833631942667,0.05975924333619948,80,F1P,F1P
187,ALG2,Passenger-optimal,1413,4163,2664,7814,1,98,139,1,58,0.5327617097517277,0.052177177177177174,80,F2P,F2P
188,ALG1,Passenger-optimal,985,6302,2397,7798,3,99,135,1,59,0.8081559374198513,0.056320400500625784,80,F1P,F1P
189,ALG2,Passenger-optimal,1512,3907,2482,7798,1,99,135,1,59,0.5010259040779688,0.05439161966156326,80,F2P,F2P
190,ALG1,Passenger-optimal,1208,6050,2416,7792,7,99,144,4,59,0.7764373716632443,0.059602649006622516,80,F1P,F1P
191,ALG2,Passenger-optimal,1828,3548,2634,7792,1,94,144,1,57,0.4553388090349076,0.05466970387243736,80,F2P,F2P
192,ALG1,Passenger-optimal,972,6011,2261,7799,12,98,142,1,59,0.7707398384408257,0.06280406899601947,80,F1P,F1P
193,ALG2,Passenger-optimal,1446,3918,2266,7799,1,99,142,1,58,0.5023720989870496,0.06266548984995587,80,F2P,F2P
194,ALG1,Passenger-optimal,1005,6671,2380,7811,8,99,146,1,59,0.8540519779797722,0.06134453781512605,80,F1P,F1P
195,ALG2,Passenger-optimal,1664,3945,2400,7811,1,99,146,1,56,0.5050569709384202,0.060833333333333336,80,F2P,F2P
196,ALG1,Passenger-optimal,927,5990,2436,7774,14,99,138,3,59,0.7705171083097504,0.05665024630541872,80,F1P,F1P
197,ALG2,Passenger-optimal,1452,3876,2447,7774,1,99,138,1,59,0.4985850270131207,0.05639558643236616,80,F2P,F2P
198,ALG1,Passenger-optimal,956,6098,2501,7810,19,99,130,2,58,0.7807938540332906,0.05197920831667333,80,F1P,F1P
199,ALG2,Passenger-optimal,1505,3914,2347,7810,1,99,130,2,59,0.5011523687580025,0.055389859394972304,80,F2P,F2P
200,ALG1,Passenger-optimal,1259,6155,2445,7817,18,99,133,1,59,0.7873864653959319,0.05439672801635992,80,F1P,F1P
201,ALG2,Passenger-optimal,1527,4015,2773,7817,1,99,133,1,58,0.5136241524881668,0.04796249549224666,80,F2P,F2P
202,ALG1,Passenger-optimal,994,6226,2296,7793,10,99,142,1,57,0.7989221095855255,0.06184668989547038,80,F1P,F1P
203,ALG2,Passenger-optimal,1285,4439,2219,7793,1,99,142,2,58,0.5696137559348133,0.06399278954484001,80,F2P,F2P
204,ALG1,Passenger-optimal,1279,6480,2109,7779,16,99,143,1,59,0.8330119552641728,0.06780464675201517,80,F1P,F1P
205,ALG2,Passenger-optimal,1759,3810,2352,7779,1,97,143,1,59,0.4897801774006942,0.060799319727891155,80,F2P,F2P
206,ALG1,Passenger-optimal,1235,6650,2639,7812,24,99,135,1,59,0.8512544802867383,0.051155740810913224,80,F1P,F1P
207,ALG2,Passenger-optimal,1428,3840,2298,7812,2,98,135,1,59,0.4915514592933948,0.0587467362924282,80,F2P,F2P
