Unnamed: 0,ALG,Optimum,Blocking Pairs,Sum_Profit,Sum_ETA,Sum_Max_Possible_Profit,Min_Profit,Max_Profit,Sum_Min_Possible_ETA,Min_ETA,Max_ETA,rel_Profit_Performance,rel_ETA_Performance,n,ID,Alg
31,ALG2,Passenger-optimal,359,1897,722.0,3837,3,96,0,0,46,0.4943966640604639,0.0,40,F2P,F2P
32,ALG1,Passenger-optimal,238,3335,713.0,3832,42,99,0,0,58,0.8703027139874739,0.0,40,F1P,F1P
33,ALG2,Passenger-optimal,284,2163,692.0,3832,1,99,0,0,47,0.5644572025052192,0.0,40,F2P,F2P
34,ALG1,Passenger-optimal,218,3095,607.0,3826,20,99,0,0,54,0.80893883951908,0.0,40,F1P,F1P
35,ALG2,Passenger-optimal,493,1785,784.0,3826,1,97,0,0,58,0.4665446941975954,0.0,40,F2P,F2P
36,ALG1,Passenger-optimal,265,3253,519.0,3806,7,99,0,0,47,0.8547031003678403,0.0,40,F1P,F1P
37,ALG2,Passenger-optimal,485,1495,674.0,3806,1,95,0,0,52,0.3928008407777194,0.0,40,F2P,F2P
38,ALG1,Passenger-optimal,303,3212,605.0,3828,15,98,0,0,47,0.8390804597701149,0.0,40,F1P,F1P
39,ALG2,Passenger-optimal,440,1930,751.0,3828,1,96,0,0,50,0.5041797283176593,0.0,40,F2P,F2P
40,ALG1,Passenger-optimal,200,3215,643.0,3822,8,99,0,0,51,0.8411826268969126,0.0,40,F1P,F1P
41,ALG2,Passenger-optimal,388,1838,842.0,3822,1,99,0,0,56,0.48090005232862376,0.0,40,F2P,F2P
42,ALG1,Passenger-optimal,205,3310,626.0,3807,25,99,0,0,48,0.8694510112949829,0.0,40,F1P,F1P
43,ALG2,Passenger-optimal,422,1768,829.0,3807,3,99,0,0,52,0.46440767008142897,0.0,40,F2P,F2P
44,ALG1,Passenger-optimal,257,3242,782.0,3825,33,99,0,0,50,0.8475816993464053,0.0,40,F1P,F1P
45,ALG2,Passenger-optimal,308,2174,519.0,3825,3,97,0,0,56,0.5683660130718954,0.0,40,F2P,F2P
46,ALG1,Passenger-optimal,243,3379,629.0,3809,21,98,0,0,42,0.8871094775531636,0.0,40,F1P,F1P
47,ALG2,Passenger-optimal,276,2470,658.0,3809,3,99,0,0,49,0.6484641638225256,0.0,40,F2P,F2P
48,ALG1,Passenger-optimal,360,3482,574.0,3814,30,99,0,0,46,0.912952281069743,0.0,40,F1P,F1P
49,ALG2,Passenger-optimal,405,1775,703.0,3814,1,94,0,0,44,0.4653906659674882,0.0,40,F2P,F2P
50,ALG1,Passenger-optimal,281,3250,600.0,3788,12,99,0,0,46,0.8579725448785639,0.0,40,F1P,F1P
51,ALG2,Passenger-optimal,389,1839,661.0,3788,1,99,0,0,46,0.485480464625132,0.0,40,F2P,F2P
52,ALG1,Passenger-optimal,241,3221,652.0,3851,22,99,0,0,52,0.8364061282783692,0.0,40,F1P,F1P
53,ALG2,Passenger-optimal,278,2221,563.0,3851,1,97,0,0,46,0.5767333160218125,0.0,40,F2P,F2P
54,ALG1,Passenger-optimal,224,3354,747.0,3812,25,99,0,0,56,0.8798530954879329,0.0,40,F1P,F1P
55,ALG2,Passenger-optimal,309,2212,781.0,3812,5,96,0,0,55,0.5802728226652676,0.0,40,F2P,F2P
56,ALG1,Passenger-optimal,299,3216,863.0,3818,24,99,0,0,48,0.8423258250392875,0.0,40,F1P,F1P
57,ALG2,Passenger-optimal,268,2058,813.0,3818,1,99,0,0,55,0.5390256678889471,0.0,40,F2P,F2P
58,ALG1,Passenger-optimal,236,3139,662.0,3773,41,99,0,0,47,0.831963954412934,0.0,40,F1P,F1P
59,ALG2,Passenger-optimal,344,2132,686.0,3773,1,98,0,0,54,0.5650675854757488,0.0,40,F2P,F2P
60,ALG1,Passenger-optimal,366,3423,529.0,3837,50,99,0,0,47,0.8921032056293979,0.0,40,F1P,F1P
61,ALG2,Passenger-optimal,341,2047,853.0,3837,1,94,0,0,47,0.5334897054990878,0.0,40,F2P,F2P
62,ALG1,Passenger-optimal,270,3226,675.0,3782,7,98,0,0,49,0.8529878371232152,0.0,40,F1P,F1P
63,ALG2,Passenger-optimal,372,1906,898.0,3782,1,99,0,0,57,0.5039661554732946,0.0,40,F2P,F2P
64,ALG1,Passenger-optimal,276,3326,524.0,3851,32,99,0,0,54,0.8636717735653077,0.0,40,F1P,F1P
65,ALG2,Passenger-optimal,297,1852,742.0,3851,1,97,0,0,54,0.4809140482991431,0.0,40,F2P,F2P
66,ALG1,Passenger-optimal,305,3202,888.0,3798,13,99,0,0,54,0.8430753027909426,0.0,40,F1P,F1P
67,ALG2,Passenger-optimal,404,2143,747.0,3798,4,99,0,0,47,0.5642443391258557,0.0,40,F2P,F2P
68,ALG1,Passenger-optimal,230,3192,825.0,3838,14,99,0,0,58,0.8316831683168316,0.0,40,F1P,F1P
69,ALG2,Passenger-optimal,364,2086,614.0,3838,3,99,0,0,54,0.5435122459614382,0.0,40,F2P,F2P
70,ALG1,Passenger-optimal,235,3210,766.0,3826,38,99,0,0,50,0.8389963408259279,0.0,40,F1P,F1P
71,ALG2,Passenger-optimal,377,2118,634.0,3826,1,99,0,0,48,0.5535807631991636,0.0,40,F2P,F2P
72,ALG1,Passenger-optimal,239,3167,638.0,3846,28,99,0,0,55,0.8234529381175247,0.0,40,F1P,F1P
73,ALG2,Passenger-optimal,372,1986,574.0,3846,2,99,0,0,49,0.516380655226209,0.0,40,F2P,F2P
74,ALG1,Passenger-optimal,262,3489,953.0,3859,58,99,0,0,56,0.9041202384037316,0.0,40,F1P,F1P
75,ALG2,Passenger-optimal,269,1909,584.0,3859,4,98,0,0,56,0.49468774293858514,0.0,40,F2P,F2P
76,ALG1,Passenger-optimal,270,3515,594.0,3845,16,99,0,0,47,0.9141742522756827,0.0,40,F1P,F1P
77,ALG2,Passenger-optimal,341,2135,754.0,3845,1,99,0,0,47,0.5552665799739922,0.0,40,F2P,F2P
78,ALG1,Passenger-optimal,324,3330,687.0,3835,2,99,0,0,51,0.8683181225554107,0.0,40,F1P,F1P
79,ALG2,Passenger-optimal,398,1799,807.0,3835,3,93,0,0,49,0.4691003911342894,0.0,40,F2P,F2P
80,ALG1,Passenger-optimal,299,3400,586.0,3796,10,99,0,0,45,0.8956796628029505,0.0,40,F1P,F1P
81,ALG2,Passenger-optimal,430,2000,531.0,3796,1,98,0,0,53,0.5268703898840885,0.0,40,F2P,F2P
82,ALG1,Passenger-optimal,292,3179,790.0,3857,1,99,0,0,51,0.8242157116930257,0.0,40,F1P,F1P
83,ALG2,Passenger-optimal,315,2012,685.0,3857,3,98,0,0,55,0.5216489499611097,0.0,40,F2P,F2P
84,ALG1,Passenger-optimal,211,3294,778.0,3840,3,99,0,0,51,0.8578125,0.0,40,F1P,F1P
85,ALG2,Passenger-optimal,435,1823,781.0,3840,1,98,0,0,51,0.4747395833333333,0.0,40,F2P,F2P
86,ALG1,Passenger-optimal,257,3157,659.0,3812,22,98,0,0,45,0.8281741867785939,0.0,40,F1P,F1P
87,ALG2,Passenger-optimal,412,1723,783.0,3812,4,99,0,0,52,0.45199370409233997,0.0,40,F2P,F2P
88,ALG1,Passenger-optimal,241,3264,646.0,3813,29,99,0,0,54,0.8560188827694729,0.0,40,F1P,F1P
89,ALG2,Passenger-optimal,332,1976,620.0,3813,2,99,0,0,53,0.5182271177550485,0.0,40,F2P,F2P
90,ALG1,Passenger-optimal,268,3160,514.0,3830,12,99,0,0,46,0.825065274151436,0.0,40,F1P,F1P
91,ALG2,Passenger-optimal,292,2148,684.0,3830,3,99,0,0,54,0.5608355091383812,0.0,40,F2P,F2P
92,ALG1,Passenger-optimal,276,3209,572.0,3822,19,99,0,0,45,0.8396127681841967,0.0,40,F1P,F1P
93,ALG2,Passenger-optimal,475,1638,758.0,3822,1,99,0,0,57,0.42857142857142855,0.0,40,F2P,F2P
94,ALG1,Passenger-optimal,177,3246,788.0,3805,8,99,0,0,55,0.8530880420499343,0.0,40,F1P,F1P
95,ALG2,Passenger-optimal,439,1902,868.0,3805,5,98,0,0,56,0.49986859395532196,0.0,40,F2P,F2P
96,ALG1,Passenger-optimal,200,3167,635.0,3838,12,99,0,0,47,0.8251693590411673,0.0,40,F1P,F1P
97,ALG2,Passenger-optimal,311,2231,762.0,3838,2,98,0,0,51,0.5812923397602918,0.0,40,F2P,F2P
98,ALG1,Passenger-optimal,322,3394,553.0,3835,43,99,0,0,54,0.885006518904824,0.0,40,F1P,F1P
99,ALG2,Passenger-optimal,317,2316,794.0,3835,1,99,0,0,56,0.6039113428943937,0.0,40,F2P,F2P
100,ALG1,Passenger-optimal,276,3260,621.0,3822,26,99,0,0,45,0.8529565672422815,0.0,40,F1P,F1P
101,ALG2,Passenger-optimal,410,1870,704.0,3822,2,96,0,0,53,0.489272632129775,0.0,40,F2P,F2P
102,ALG1,Passenger-optimal,220,3263,760.0,3825,26,99,0,0,52,0.8530718954248366,0.0,40,F1P,F1P
103,ALG2,Passenger-optimal,343,2041,689.0,3825,2,97,0,0,56,0.5335947712418301,0.0,40,F2P,F2P
104,ALG1,Passenger-optimal,251,3306,844.0,3825,31,99,0,0,51,0.864313725490196,0.0,40,F1P,F1P
105,ALG2,Passenger-optimal,393,1780,545.0,3825,2,96,0,0,47,0.465359477124183,0.0,40,F2P,F2P
106,ALG1,Passenger-optimal,251,3288,801.0,3829,11,99,0,0,56,0.858709845912771,0.0,40,F1P,F1P
107,ALG2,Passenger-optimal,333,1955,722.0,3829,2,99,0,0,54,0.5105771741969183,0.0,40,F2P,F2P
108,ALG1,Passenger-optimal,316,3201,481.0,3833,6,99,0,0,46,0.8351160970519176,0.0,40,F1P,F1P
109,ALG2,Passenger-optimal,411,1932,783.0,3833,1,93,0,0,54,0.504043829898252,0.0,40,F2P,F2P
110,ALG1,Passenger-optimal,300,3119,623.0,3803,2,99,0,0,49,0.8201419931632922,0.0,40,F1P,F1P
111,ALG2,Passenger-optimal,350,1971,793.0,3803,4,99,0,0,48,0.5182750460163029,0.0,40,F2P,F2P
112,ALG1,Passenger-optimal,231,3143,620.0,3845,16,99,0,0,46,0.8174252275682705,0.0,40,F1P,F1P
113,ALG2,Passenger-optimal,286,2133,733.0,3845,4,99,0,0,57,0.5547464239271781,0.0,40,F2P,F2P
114,ALG1,Passenger-optimal,259,2908,694.0,3834,23,99,0,0,50,0.7584767866458008,0.0,40,F1P,F1P
115,ALG2,Passenger-optimal,343,2224,813.0,3834,1,98,0,0,51,0.5800730307772561,0.0,40,F2P,F2P
116,ALG1,Passenger-optimal,265,3102,598.0,3845,4,99,0,0,56,0.8067620286085826,0.0,40,F1P,F1P
117,ALG2,Passenger-optimal,346,2038,821.0,3845,3,99,0,0,50,0.5300390117035111,0.0,40,F2P,F2P
118,ALG1,Passenger-optimal,306,3176,791.0,3805,18,99,0,0,52,0.8346911957950066,0.0,40,F1P,F1P
119,ALG2,Passenger-optimal,407,1867,543.0,3805,4,96,0,0,51,0.4906701708278581,0.0,40,F2P,F2P
120,ALG1,Passenger-optimal,292,3100,660.0,3834,21,99,0,0,39,0.8085550339071466,0.0,40,F1P,F1P
121,ALG2,Passenger-optimal,311,1949,550.0,3834,3,97,0,0,42,0.5083463745435577,0.0,40,F2P,F2P
122,ALG1,Passenger-optimal,260,3036,621.0,3821,1,99,0,0,52,0.794556398848469,0.0,40,F1P,F1P
123,ALG2,Passenger-optimal,292,2293,720.0,3821,15,96,0,0,57,0.6001046846375294,0.0,40,F2P,F2P
124,ALG1,Passenger-optimal,248,3125,807.0,3825,29,99,0,0,55,0.8169934640522876,0.0,40,F1P,F1P
125,ALG2,Passenger-optimal,466,1858,733.0,3825,1,98,0,0,51,0.4857516339869281,0.0,40,F2P,F2P
126,ALG1,Passenger-optimal,306,3319,732.0,3829,5,99,0,0,51,0.8668059545573257,0.0,40,F1P,F1P
127,ALG2,Passenger-optimal,260,2090,685.0,3829,2,99,0,0,51,0.5458344215199791,0.0,40,F2P,F2P
128,ALG1,Passenger-optimal,243,3138,616.0,3842,21,99,0,0,45,0.816762103071317,0.0,40,F1P,F1P
129,ALG2,Passenger-optimal,406,2155,758.0,3842,1,96,0,0,55,0.5609057782404997,0.0,40,F2P,F2P
130,ALG1,Passenger-optimal,292,3252,732.0,3808,30,99,0,0,51,0.8539915966386554,0.0,40,F1P,F1P
131,ALG2,Passenger-optimal,353,1934,618.0,3808,1,98,0,0,44,0.5078781512605042,0.0,40,F2P,F2P
132,ALG1,Passenger-optimal,282,2998,684.0,3816,1,99,0,0,51,0.7856394129979035,0.0,40,F1P,F1P
133,ALG2,Passenger-optimal,353,2090,727.0,3816,4,98,0,0,49,0.5476939203354297,0.0,40,F2P,F2P
134,ALG1,Passenger-optimal,214,3577,804.0,3824,27,99,0,0,52,0.935407949790795,0.0,40,F1P,F1P
135,ALG2,Passenger-optimal,330,1922,826.0,3824,4,99,0,0,56,0.5026150627615062,0.0,40,F2P,F2P
136,ALG1,Passenger-optimal,212,3445,651.0,3813,30,99,0,0,56,0.9034880671387359,0.0,40,F1P,F1P
137,ALG2,Passenger-optimal,328,2251,810.0,3813,2,99,0,0,56,0.5903488067138736,0.0,40,F2P,F2P
138,ALG1,Passenger-optimal,271,3229,500.0,3793,19,99,0,0,50,0.8513050355918798,0.0,40,F1P,F1P
139,ALG2,Passenger-optimal,361,2123,654.0,3793,11,99,0,0,53,0.5597152649617717,0.0,40,F2P,F2P
140,ALG1,Passenger-optimal,258,3019,654.0,3798,5,99,0,0,55,0.7948920484465508,0.0,40,F1P,F1P
141,ALG2,Passenger-optimal,374,2037,701.0,3798,1,99,0,0,49,0.5363349131121643,0.0,40,F2P,F2P
142,ALG1,Passenger-optimal,245,3208,719.0,3763,29,99,0,0,58,0.8525112941801753,0.0,40,F1P,F1P
143,ALG2,Passenger-optimal,290,2290,847.0,3763,6,99,0,0,55,0.6085570023917087,0.0,40,F2P,F2P
144,ALG1,Passenger-optimal,271,3207,560.0,3806,13,99,0,0,55,0.8426169206516028,0.0,40,F1P,F1P
145,ALG2,Passenger-optimal,390,1810,633.0,3806,2,98,0,0,47,0.47556489753021547,0.0,40,F2P,F2P
146,ALG1,Passenger-optimal,316,3311,800.0,3824,39,99,0,0,57,0.865847280334728,0.0,40,F1P,F1P
147,ALG2,Passenger-optimal,389,1785,655.0,3824,4,95,0,0,55,0.4667887029288703,0.0,40,F2P,F2P
148,ALG1,Passenger-optimal,352,3160,834.0,3845,33,99,0,0,52,0.8218465539661899,0.0,40,F1P,F1P
149,ALG2,Passenger-optimal,400,2004,702.0,3845,2,98,0,0,44,0.5211963589076724,0.0,40,F2P,F2P
150,ALG1,Passenger-optimal,331,2889,664.0,3767,8,99,0,0,46,0.7669232811255641,0.0,40,F1P,F1P
151,ALG2,Passenger-optimal,316,2149,834.0,3767,2,98,0,0,56,0.5704804884523493,0.0,40,F2P,F2P
152,ALG1,Passenger-optimal,342,3129,586.0,3802,14,99,0,0,57,0.8229879011046818,0.0,40,F1P,F1P
153,ALG2,Passenger-optimal,445,1803,656.0,3802,2,99,0,0,54,0.47422409258285114,0.0,40,F2P,F2P
154,ALG1,Passenger-optimal,205,3009,753.0,3829,23,99,0,0,47,0.7858448681117786,0.0,40,F1P,F1P
155,ALG2,Passenger-optimal,391,1938,714.0,3829,1,97,0,0,52,0.5061373726821624,0.0,40,F2P,F2P
156,ALG1,Passenger-optimal,301,3200,771.0,3859,35,99,0,0,47,0.8292303705623219,0.0,40,F1P,F1P
157,ALG2,Passenger-optimal,302,2267,720.0,3859,3,94,0,0,47,0.5874578906452449,0.0,40,F2P,F2P
158,ALG1,Passenger-optimal,182,3177,564.0,3830,21,99,0,0,52,0.8295039164490862,0.0,40,F1P,F1P
159,ALG2,Passenger-optimal,298,2266,665.0,3830,2,99,0,0,57,0.591644908616188,0.0,40,F2P,F2P
160,ALG1,Passenger-optimal,282,3055,500.0,3787,8,98,0,0,51,0.8067071560602059,0.0,40,F1P,F1P
161,ALG2,Passenger-optimal,342,2101,788.0,3787,1,99,0,0,52,0.5547927119091629,0.0,40,F2P,F2P
162,ALG1,Passenger-optimal,254,3492,700.0,3856,32,99,0,0,53,0.9056016597510373,0.0,40,F1P,F1P
163,ALG2,Passenger-optimal,314,2144,699.0,3856,1,98,0,0,58,0.5560165975103735,0.0,40,F2P,F2P
164,ALG1,Passenger-optimal,240,3105,741.0,3821,1,99,0,0,54,0.8126144988222979,0.0,40,F1P,F1P
165,ALG2,Passenger-optimal,289,2272,891.0,3821,8,99,0,0,57,0.5946087411672337,0.0,40,F2P,F2P
166,ALG1,Passenger-optimal,250,3352,659.0,3837,35,99,0,0,54,0.873599166015116,0.0,40,F1P,F1P
167,ALG2,Passenger-optimal,372,2114,945.0,3837,1,99,0,0,53,0.5509512640083398,0.0,40,F2P,F2P
168,ALG1,Passenger-optimal,300,3574,579.0,3854,56,99,0,0,51,0.9273482096523092,0.0,40,F1P,F1P
169,ALG2,Passenger-optimal,338,2256,604.0,3854,1,99,0,0,53,0.5853658536585366,0.0,40,F2P,F2P
170,ALG1,Passenger-optimal,242,3162,704.0,3826,2,98,0,0,49,0.8264506011500261,0.0,40,F1P,F1P
171,ALG2,Passenger-optimal,346,1837,836.0,3826,1,97,0,0,53,0.48013591217982227,0.0,40,F2P,F2P
172,ALG1,Passenger-optimal,229,3453,724.0,3828,43,99,0,0,53,0.9020376175548589,0.0,40,F1P,F1P
173,ALG2,Passenger-optimal,273,2316,873.0,3828,1,98,0,0,52,0.6050156739811913,0.0,40,F2P,F2P
174,ALG1,Passenger-optimal,226,3336,787.0,3837,30,99,0,0,52,0.8694292415949961,0.0,40,F1P,F1P
175,ALG2,Passenger-optimal,348,2126,790.0,3837,3,99,0,0,49,0.5540787073234298,0.0,40,F2P,F2P
176,ALG1,Passenger-optimal,260,3230,703.0,3805,32,99,0,0,55,0.8488830486202366,0.0,40,F1P,F1P
177,ALG2,Passenger-optimal,325,2104,798.0,3805,13,95,0,0,53,0.5529566360052562,0.0,40,F2P,F2P
178,ALG1,Passenger-optimal,197,2756,684.0,3832,3,99,0,0,51,0.7192066805845512,0.0,40,F1P,F1P
179,ALG2,Passenger-optimal,376,1792,472.0,3832,1,98,0,0,45,0.46764091858037576,0.0,40,F2P,F2P
180,ALG1,Passenger-optimal,242,3411,644.0,3801,54,99,0,0,56,0.8973954222573007,0.0,40,F1P,F1P
181,ALG2,Passenger-optimal,405,1916,952.0,3801,8,98,0,0,56,0.50407787424362,0.0,40,F2P,F2P
182,ALG1,Passenger-optimal,237,3285,584.0,3819,42,99,0,0,42,0.8601728201099764,0.0,40,F1P,F1P
183,ALG2,Passenger-optimal,352,2041,698.0,3819,1,95,0,0,55,0.534433097669547,0.0,40,F2P,F2P
184,ALG1,Passenger-optimal,211,3340,714.0,3826,16,99,0,0,52,0.872974385781495,0.0,40,F1P,F1P
185,ALG2,Passenger-optimal,265,2157,791.0,3826,1,99,0,0,54,0.5637741766858337,0.0,40,F2P,F2P
186,ALG1,Passenger-optimal,224,3054,633.0,3813,2,99,0,0,51,0.8009441384736428,0.0,40,F1P,F1P
187,ALG2,Passenger-optimal,398,1454,691.0,3813,1,96,0,0,50,0.3813270390768424,0.0,40,F2P,F2P
188,ALG1,Passenger-optimal,297,3445,605.0,3825,10,99,0,0,46,0.9006535947712418,0.0,40,F1P,F1P
189,ALG2,Passenger-optimal,399,1998,643.0,3825,1,97,0,0,46,0.5223529411764706,0.0,40,F2P,F2P
190,ALG1,Passenger-optimal,274,2989,701.0,3828,2,99,0,0,50,0.7808254963427377,0.0,40,F1P,F1P
191,ALG2,Passenger-optimal,325,2029,838.0,3828,2,99,0,0,50,0.5300417972831766,0.0,40,F2P,F2P
192,ALG1,Passenger-optimal,221,2981,670.0,3881,5,99,0,0,41,0.7681010048956455,0.0,40,F1P,F1P
193,ALG2,Passenger-optimal,273,2275,598.0,3881,8,99,0,0,48,0.5861891265137851,0.0,40,F2P,F2P
194,ALG1,Passenger-optimal,248,3191,709.0,3822,19,99,0,0,55,0.8349031920460492,0.0,40,F1P,F1P
195,ALG2,Passenger-optimal,357,2186,720.0,3822,2,96,0,0,49,0.5719518576661434,0.0,40,F2P,F2P
196,ALG1,Passenger-optimal,280,3458,632.0,3835,51,99,0,0,58,0.9016949152542373,0.0,40,F1P,F1P
197,ALG2,Passenger-optimal,339,1977,913.0,3835,5,98,0,0,54,0.5155149934810952,0.0,40,F2P,F2P
198,ALG1,Passenger-optimal,257,3190,782.0,3846,19,99,0,0,56,0.8294331773270931,0.0,40,F1P,F1P
199,ALG2,Passenger-optimal,389,2000,698.0,3846,2,97,0,0,51,0.5200208008320333,0.0,40,F2P,F2P
200,ALG1,Passenger-optimal,233,3072,651.0,3835,15,99,0,0,48,0.8010430247718383,0.0,40,F1P,F1P
201,ALG2,Passenger-optimal,345,2328,436.0,3835,5,99,0,0,45,0.6070404172099088,0.0,40,F2P,F2P
202,ALG1,Passenger-optimal,204,3290,573.0,3802,21,99,0,0,45,0.8653340347185692,0.0,40,F1P,F1P
203,ALG2,Passenger-optimal,295,2280,684.0,3802,13,99,0,0,54,0.5996843766438716,0.0,40,F2P,F2P
204,ALG1,Passenger-optimal,184,3263,770.0,3816,3,99,0,0,55,0.855083857442348,0.0,40,F1P,F1P
205,ALG2,Passenger-optimal,312,2256,668.0,3816,2,99,0,0,58,0.5911949685534591,0.0,40,F2P,F2P
206,ALG1,Passenger-optimal,312,3467,826.0,3827,33,99,0,0,57,0.9059315390645414,0.0,40,F1P,F1P
207,ALG2,Passenger-optimal,390,2064,618.0,3827,5,99,0,0,52,0.5393258426966292,0.0,40,F2P,F2P
208,ALG1,Passenger-optimal,299,3281,716.0,3849,4,99,0,0,49,0.8524292023902312,0.0,40,F1P,F1P
209,ALG2,Passenger-optimal,346,1953,655.0,3849,1,91,0,0,46,0.5074045206547155,0.0,40,F2P,F2P
210,ALG1,Passenger-optimal,306,3377,762.0,3826,51,99,0,0,52,0.8826450601150027,0.0,40,F1P,F1P
211,ALG2,Passenger-optimal,438,1865,664.0,3826,4,97,0,0,52,0.4874542603240983,0.0,40,F2P,F2P
212,ALG1,Passenger-optimal,276,3308,549.0,3810,39,99,0,0,45,0.8682414698162729,0.0,40,F1P,F1P
213,ALG2,Passenger-optimal,274,2147,562.0,3810,4,98,0,0,51,0.5635170603674541,0.0,40,F2P,F2P
214,ALG1,Passenger-optimal,304,2846,588.0,3841,22,98,0,0,55,0.7409528768549857,0.0,40,F1P,F1P
215,ALG2,Passenger-optimal,477,1830,652.0,3841,2,97,0,0,46,0.47643842749284043,0.0,40,F2P,F2P
216,ALG1,Passenger-optimal,302,3539,698.0,3851,21,99,0,0,46,0.9189820825759543,0.0,40,F1P,F1P
217,ALG2,Passenger-optimal,353,1976,741.0,3851,1,98,0,0,51,0.5131134770189562,0.0,40,F2P,F2P
218,ALG1,Passenger-optimal,333,3340,655.0,3865,32,99,0,0,50,0.8641655886157826,0.0,40,F1P,F1P
219,ALG2,Passenger-optimal,372,2040,812.0,3865,1,98,0,0,48,0.5278137128072445,0.0,40,F2P,F2P
220,ALG1,Passenger-optimal,291,3385,627.0,3795,40,99,0,0,53,0.8919631093544137,0.0,40,F1P,F1P
221,ALG2,Passenger-optimal,304,1964,695.0,3795,2,94,0,0,55,0.5175230566534914,0.0,40,F2P,F2P
222,ALG1,Passenger-optimal,205,3071,868.0,3828,6,99,0,0,57,0.8022466039707419,0.0,40,F1P,F1P
223,ALG2,Passenger-optimal,414,2031,591.0,3828,3,96,0,0,53,0.530564263322884,0.0,40,F2P,F2P
224,ALG1,Passenger-optimal,210,3327,783.0,3820,7,99,0,0,52,0.8709424083769634,0.0,40,F1P,F1P
