Unnamed: 0,ALG,Optimum,Blocking Pairs,Sum_Profit,Sum_ETA,Sum_Max_Possible_Profit,Min_Individual_Profit,Max_Individual_Profit,Sum_Min_Possible_ETA,Min_Individual_ETA,Max_Individual_ETA,rel_Profit_Performance,rel_ETA_Performance,n,ID,Alg
101,ALG2,Passenger-optimal,2491,4902,3193,9798,1,99,152,1,59,0.5003061849357011,0.047604134043219545,100,F2P,F2P
102,ALG1,Passenger-optimal,1741,8129,2826,9780,2,99,146,1,59,0.8311860940695297,0.051663128096249115,100,F1P,F1P
103,ALG2,Passenger-optimal,2479,4440,3067,9780,1,98,146,1,59,0.4539877300613497,0.04760352135637431,100,F2P,F2P
104,ALG1,Passenger-optimal,1900,8511,2818,9774,5,99,138,1,59,0.870779619398404,0.048970901348474094,100,F1P,F1P
105,ALG2,Passenger-optimal,2775,4611,2833,9774,1,98,138,1,57,0.4717618170656845,0.04871161313095658,100,F2P,F2P
106,ALG1,Passenger-optimal,1432,7943,2902,9786,18,99,146,2,59,0.8116697322705907,0.05031013094417643,100,F1P,F1P
107,ALG2,Passenger-optimal,2119,5066,3294,9786,1,98,146,1,59,0.5176783159615778,0.04432301153612629,100,F2P,F2P
108,ALG1,Passenger-optimal,1719,7818,2957,9803,22,99,152,2,59,0.7975109660308068,0.05140344944200203,100,F1P,F1P
109,ALG2,Passenger-optimal,2683,4478,3149,9803,1,99,152,1,59,0.4567989391002754,0.048269291838678945,100,F2P,F2P
110,ALG1,Passenger-optimal,1706,8219,2923,9799,24,99,148,1,59,0.8387590570466374,0.05063291139240506,100,F1P,F1P
111,ALG2,Passenger-optimal,2481,5263,2677,9799,1,99,148,1,59,0.5370956220022451,0.055285767650354874,100,F2P,F2P
112,ALG1,Passenger-optimal,1547,7797,2852,9788,14,99,154,1,59,0.796587658357172,0.05399719495091164,100,F1P,F1P
113,ALG2,Passenger-optimal,2348,5048,3035,9788,3,99,154,1,58,0.5157335512872906,0.05074135090609555,100,F2P,F2P
114,ALG1,Passenger-optimal,1777,8146,2909,9808,18,99,153,2,59,0.8305464926590538,0.052595393606050186,100,F1P,F1P
115,ALG2,Passenger-optimal,2345,5262,3038,9808,1,99,153,1,58,0.5365008156606852,0.050362080315997364,100,F2P,F2P
116,ALG1,Passenger-optimal,1587,8317,2928,9778,23,99,157,1,59,0.8505829412967887,0.05362021857923497,100,F1P,F1P
117,ALG2,Passenger-optimal,2096,5130,2841,9778,2,99,157,1,59,0.5246471671098384,0.05526223160858852,100,F2P,F2P
118,ALG1,Passenger-optimal,1655,7790,2912,9778,2,99,159,1,59,0.7966864389445695,0.05460164835164835,100,F1P,F1P
119,ALG2,Passenger-optimal,2271,5185,2981,9778,1,99,159,1,59,0.5302720392718347,0.05333780610533378,100,F2P,F2P
120,ALG1,Passenger-optimal,1462,7151,2814,9807,3,99,143,1,59,0.729173039665545,0.05081734186211798,100,F1P,F1P
121,ALG2,Passenger-optimal,2330,4977,2899,9807,1,99,143,1,59,0.5074946466809421,0.04932735426008968,100,F2P,F2P
122,ALG1,Passenger-optimal,1696,7645,2832,9777,5,99,159,1,59,0.7819371995499642,0.05614406779661017,100,F1P,F1P
123,ALG2,Passenger-optimal,2648,4936,3104,9777,1,98,159,1,58,0.5048583410043981,0.05122422680412371,100,F2P,F2P
124,ALG1,Passenger-optimal,1879,7603,2810,9782,4,99,152,1,59,0.7772439173993049,0.05409252669039146,100,F1P,F1P
125,ALG2,Passenger-optimal,2593,4773,3199,9782,1,99,152,2,59,0.48793702719280313,0.04751484839012191,100,F2P,F2P
126,ALG1,Passenger-optimal,1761,8034,3119,9798,17,99,148,1,59,0.8199632578077158,0.047451106123757615,100,F1P,F1P
127,ALG2,Passenger-optimal,2446,5009,3073,9798,1,98,148,1,59,0.5112267809757093,0.048161405792385294,100,F2P,F2P
128,ALG1,Passenger-optimal,1840,8047,3071,9776,11,99,155,1,58,0.8231382978723404,0.05047215890589384,100,F1P,F1P
129,ALG2,Passenger-optimal,2411,5038,3046,9776,1,99,155,2,59,0.5153436988543372,0.05088640840446487,100,F2P,F2P
130,ALG1,Passenger-optimal,1695,7847,2962,9780,14,99,137,2,59,0.8023517382413088,0.0462525320729237,100,F1P,F1P
131,ALG2,Passenger-optimal,2193,4912,3047,9780,2,98,137,1,59,0.5022494887525563,0.04496225795864785,100,F2P,F2P
132,ALG1,Passenger-optimal,1427,7629,2857,9785,4,99,145,1,59,0.7796627491057742,0.050752537626881346,100,F1P,F1P
133,ALG2,Passenger-optimal,2179,5828,3135,9785,1,99,145,1,59,0.5956055186509964,0.046251993620414676,100,F2P,F2P
134,ALG1,Passenger-optimal,1423,8383,2931,9795,38,99,148,1,59,0.8558448187850944,0.05049471170249062,100,F1P,F1P
135,ALG2,Passenger-optimal,2518,4951,3094,9795,3,98,148,1,59,0.5054619703930577,0.04783451842275371,100,F2P,F2P
136,ALG1,Passenger-optimal,1837,7538,3063,9798,4,99,144,1,59,0.7693406817717902,0.04701273261508325,100,F1P,F1P
137,ALG2,Passenger-optimal,2264,5489,3127,9798,4,99,144,1,59,0.5602163706878955,0.04605052766229613,100,F2P,F2P
138,ALG1,Passenger-optimal,1770,8010,3005,9777,14,99,159,1,58,0.8192697146363915,0.05291181364392679,100,F1P,F1P
139,ALG2,Passenger-optimal,2456,5067,3079,9777,1,99,159,1,59,0.5182571340902117,0.05164014290354011,100,F2P,F2P
140,ALG1,Passenger-optimal,1712,8188,2714,9795,37,99,149,1,58,0.8359367023991833,0.05490051584377303,100,F1P,F1P
141,ALG2,Passenger-optimal,2315,5395,3090,9795,1,99,149,1,59,0.5507912200102093,0.0482200647249191,100,F2P,F2P
142,ALG1,Passenger-optimal,1898,8361,2803,9778,33,99,163,2,57,0.8550828390263857,0.05815198002140564,100,F1P,F1P
143,ALG2,Passenger-optimal,2220,5209,3269,9778,1,99,163,1,59,0.532726528942524,0.04986234322422759,100,F2P,F2P
144,ALG1,Passenger-optimal,1545,8291,3232,9787,29,99,144,1,59,0.8471441708388678,0.04455445544554455,100,F1P,F1P
145,ALG2,Passenger-optimal,2155,4952,2971,9787,1,98,144,1,59,0.5059773168488811,0.04846852911477617,100,F2P,F2P
146,ALG1,Passenger-optimal,1712,8110,3022,9804,4,99,136,1,59,0.8272133822929416,0.04500330906684315,100,F1P,F1P
147,ALG2,Passenger-optimal,2279,5317,2494,9804,3,99,136,1,59,0.5423296613627091,0.0545308740978348,100,F2P,F2P
148,ALG1,Passenger-optimal,1592,7782,2867,9766,26,99,157,1,59,0.7968462011058776,0.05476107429368678,100,F1P,F1P
149,ALG2,Passenger-optimal,2819,5080,3105,9766,1,99,157,1,59,0.5201720253942249,0.05056360708534621,100,F2P,F2P
150,ALG1,Passenger-optimal,1621,8269,2873,9792,35,99,140,1,59,0.8444648692810458,0.04872955099199443,100,F1P,F1P
151,ALG2,Passenger-optimal,2336,5036,3076,9792,2,96,140,1,59,0.514297385620915,0.045513654096228866,100,F2P,F2P
152,ALG1,Passenger-optimal,1508,8178,2704,9803,44,99,146,1,57,0.8342344180352953,0.053994082840236685,100,F1P,F1P
153,ALG2,Passenger-optimal,2390,5332,3204,9803,2,99,146,2,59,0.5439151280220341,0.04556803995006242,100,F2P,F2P
154,ALG1,Passenger-optimal,1407,7271,2787,9764,6,99,153,1,59,0.7446743138058173,0.05489773950484392,100,F1P,F1P
155,ALG2,Passenger-optimal,2618,4835,3183,9764,3,99,153,1,59,0.4951863990167964,0.04806786050895382,100,F2P,F2P
156,ALG1,Passenger-optimal,1536,8470,2848,9785,49,99,137,1,59,0.8656106285130302,0.04810393258426966,100,F1P,F1P
157,ALG2,Passenger-optimal,2575,4992,2960,9785,2,98,137,1,57,0.5101686254471129,0.04628378378378378,100,F2P,F2P
158,ALG1,Passenger-optimal,1910,8798,2958,9783,34,99,164,1,58,0.8993151385055709,0.05544286680189317,100,F1P,F1P
159,ALG2,Passenger-optimal,2653,5009,2837,9783,1,99,164,2,58,0.5120106306858837,0.057807543179414875,100,F2P,F2P
160,ALG1,Passenger-optimal,1813,8122,3004,9791,17,99,149,1,59,0.8295373302012052,0.04960053262316911,100,F1P,F1P
161,ALG2,Passenger-optimal,2702,4666,3235,9791,3,99,149,1,59,0.47656010621999795,0.04605873261205564,100,F2P,F2P
162,ALG1,Passenger-optimal,1957,7631,3043,9809,13,99,157,1,59,0.7779590172290753,0.051593821886296416,100,F1P,F1P
163,ALG2,Passenger-optimal,1859,5582,2769,9809,2,99,157,1,59,0.56906922214293,0.05669916937522571,100,F2P,F2P
164,ALG1,Passenger-optimal,1779,8430,2961,9795,39,99,157,1,59,0.8606431852986217,0.0530226274907126,100,F1P,F1P
165,ALG2,Passenger-optimal,2423,4998,3170,9795,1,99,157,1,58,0.510260336906585,0.04952681388012618,100,F2P,F2P
166,ALG1,Passenger-optimal,1788,7927,2936,9772,30,99,160,1,59,0.8111952517396643,0.05449591280653951,100,F1P,F1P
167,ALG2,Passenger-optimal,2328,5358,3313,9772,1,97,160,2,59,0.5483012689316414,0.04829459704195593,100,F2P,F2P
168,ALG1,Passenger-optimal,1771,7904,2863,9800,11,99,144,1,59,0.806530612244898,0.050296891372685996,100,F1P,F1P
169,ALG2,Passenger-optimal,2241,5213,3017,9800,1,98,144,1,57,0.5319387755102041,0.047729532648326155,100,F2P,F2P
170,ALG1,Passenger-optimal,1618,7857,2872,9781,1,99,148,1,58,0.8032920969226051,0.05153203342618384,100,F1P,F1P
171,ALG2,Passenger-optimal,2329,4848,2843,9781,3,99,148,1,59,0.49565484101830076,0.05205768554344003,100,F2P,F2P
172,ALG1,Passenger-optimal,1582,8420,3069,9803,19,99,150,1,59,0.8589207385494236,0.04887585532746823,100,F1P,F1P
173,ALG2,Passenger-optimal,2451,4818,3105,9803,1,98,150,2,59,0.4914821993267367,0.04830917874396135,100,F2P,F2P
174,ALG1,Passenger-optimal,1719,8055,3025,9787,31,99,145,2,59,0.823030550730561,0.047933884297520664,100,F1P,F1P
175,ALG2,Passenger-optimal,2332,5200,3080,9787,1,99,145,1,59,0.5313170532338817,0.04707792207792208,100,F2P,F2P
176,ALG1,Passenger-optimal,1488,8465,3204,9789,16,99,151,1,59,0.8647461436306058,0.04712858926342072,100,F1P,F1P
177,ALG2,Passenger-optimal,3105,4337,3146,9789,2,98,151,1,59,0.44304831954234347,0.04799745708836618,100,F2P,F2P
178,ALG1,Passenger-optimal,1946,7044,2806,9790,5,99,151,1,59,0.7195097037793667,0.05381325730577334,100,F1P,F1P
179,ALG2,Passenger-optimal,2120,5186,2655,9790,2,98,151,1,58,0.5297242083758937,0.05687382297551789,100,F2P,F2P
180,ALG1,Passenger-optimal,1715,8192,3385,9818,8,99,146,1,59,0.8343858219596659,0.0431314623338257,100,F1P,F1P
181,ALG2,Passenger-optimal,2663,4653,3015,9818,1,98,146,1,59,0.47392544306376044,0.048424543946932005,100,F2P,F2P
182,ALG1,Passenger-optimal,1517,8215,2648,9779,16,99,145,1,59,0.840065446364659,0.0547583081570997,100,F1P,F1P
183,ALG2,Passenger-optimal,2092,4819,2824,9779,2,98,145,1,59,0.4927906738930361,0.051345609065155805,100,F2P,F2P
184,ALG1,Passenger-optimal,1684,8154,2863,9790,10,99,149,1,59,0.8328907048008172,0.052043311212015365,100,F1P,F1P
185,ALG2,Passenger-optimal,2840,4381,3093,9790,1,99,149,1,59,0.44749744637385086,0.04817329453604914,100,F2P,F2P
186,ALG1,Passenger-optimal,1804,8438,3013,9776,6,99,147,1,59,0.8631342062193126,0.04878858280783273,100,F1P,F1P
187,ALG2,Passenger-optimal,2109,5355,3039,9776,1,98,147,1,58,0.5477700490998363,0.04837117472852912,100,F2P,F2P
188,ALG1,Passenger-optimal,1643,7650,3055,9773,2,99,144,1,59,0.782768852962243,0.047135842880523734,100,F1P,F1P
189,ALG2,Passenger-optimal,2639,4456,2903,9773,3,99,144,1,59,0.4559500665097718,0.0496038580778505,100,F2P,F2P
190,ALG1,Passenger-optimal,1482,7427,2998,9780,3,99,151,1,58,0.7594069529652352,0.05036691127418279,100,F1P,F1P
191,ALG2,Passenger-optimal,2316,4812,2773,9780,1,99,151,1,59,0.4920245398773006,0.05445366029570862,100,F2P,F2P
192,ALG1,Passenger-optimal,1674,7297,2838,9770,14,99,146,2,59,0.746878198567042,0.05144467935165609,100,F1P,F1P
193,ALG2,Passenger-optimal,2360,5078,2863,9770,2,98,146,1,59,0.5197543500511771,0.05099545930841774,100,F2P,F2P
194,ALG1,Passenger-optimal,1866,8315,2946,9790,10,99,157,1,59,0.8493360572012257,0.05329260013577732,100,F1P,F1P
195,ALG2,Passenger-optimal,2289,5369,3142,9790,1,99,157,1,59,0.5484167517875383,0.04996817313812858,100,F2P,F2P
196,ALG1,Passenger-optimal,1452,8221,3273,9784,13,99,159,1,59,0.8402493867538839,0.04857928505957837,100,F1P,F1P
197,ALG2,Passenger-optimal,2181,5384,2792,9784,1,99,159,1,59,0.5502861815208504,0.056948424068767906,100,F2P,F2P
198,ALG1,Passenger-optimal,1607,7784,3338,9785,2,99,153,1,59,0.7955033214103219,0.04583582983822648,100,F1P,F1P
199,ALG2,Passenger-optimal,2464,4864,3051,9785,1,98,153,2,59,0.4970873786407767,0.05014749262536873,100,F2P,F2P
200,ALG1,Passenger-optimal,1532,8177,3005,9796,15,99,152,1,58,0.8347284605961617,0.05058236272878536,100,F1P,F1P
201,ALG2,Passenger-optimal,2630,4765,3051,9796,1,98,152,2,58,0.48642302980808494,0.04981973123566044,100,F2P,F2P
202,ALG1,Passenger-optimal,1927,7902,3070,9806,12,99,143,1,59,0.8058331633693657,0.04657980456026058,100,F1P,F1P
203,ALG2,Passenger-optimal,2364,5224,3125,9806,3,98,143,1,57,0.5327350601672446,0.04576,100,F2P,F2P
204,ALG1,Passenger-optimal,1710,8121,2940,9768,17,99,152,1,59,0.8313882063882064,0.05170068027210884,100,F1P,F1P
205,ALG2,Passenger-optimal,2437,4902,3003,9768,1,98,152,1,59,0.5018427518427518,0.050616050616050616,100,F2P,F2P
206,ALG1,Passenger-optimal,1692,7918,3292,9776,2,99,144,1,59,0.8099427168576104,0.04374240583232078,100,F1P,F1P
207,ALG2,Passenger-optimal,2348,4859,3064,9776,1,99,144,1,59,0.49703355155482815,0.04699738903394256,100,F2P,F2P
